Model,Variable,R,MSE,SSIM,PSNR
baseline_ST,slp,0.7626399946265408,0.43883564437306094,0.6632045397317564,35.88507571620909
baseline_ST,z300,0.8858961425825265,0.230680237322173,0.7438036773184676,33.737705966646956
baseline_ST,z500,0.8281369659304992,0.34380672738253865,0.7107992667246702,35.10413763662278
baseline_ST,u10,0.6904611464659368,0.5781145820872569,0.6094831203544805,32.68308161473842
baseline_ST,v10,0.6273322922142647,0.7078848109446456,0.5414877450783596,31.661119857623465
