Model,Variable,R,MSE,SSIM,PSNR
baseline_ST,slp,0.8573159638969982,0.2638155915643923,0.7975807769191083,45.906728217789905
baseline_ST,z300,0.9314953301116706,0.13849283105856752,0.8460896312403658,45.617080554494045
baseline_ST,z500,0.8968246144807296,0.20640005285083282,0.8263434204011295,47.03037441377125
baseline_ST,u10,0.8048204655553761,0.36432015244818206,0.7534990356105321,37.06187948978716
baseline_ST,v10,0.7660923095138477,0.4435352606454659,0.7113582934826901,36.24248307006991
